,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,PsY5DMHxa5iNX_nX0T-qPA,kokkari-estiatorio-san-francisco,Kokkari Estiatorio,https://s3-media2.fl.yelpcdn.com/bphoto/FTQfPJubJEtYeyHqwAsVKw/o.jpg,False,https://www.yelp.com/biz/kokkari-estiatorio-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,4929,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"{'latitude': 37.796996, 'longitude': -122.399661}","['pickup', 'delivery']",$$$,"{'address1': '200 Jackson St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['200 Jackson St', 'San Francisco, CA 94111']}",+14159810983,(415) 981-0983,5153.879756630951
11,M0JTO3oyu6gxh1mfFjU-dA,san-tung-san-francisco-2,San Tung,https://s3-media3.fl.yelpcdn.com/bphoto/rYZbin0NWrbrs0TYzI8rYA/o.jpg,False,https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,7661,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 37.76378306790313, 'longitude': -122.46900735179602}",['delivery'],$$,"{'address1': '1031 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1031 Irving St', 'San Francisco, CA 94122']}",+14152420828,(415) 242-0828,2880.1394717686867
12,HHtpR0RslupSQ99GIIwW5A,marufuku-ramen-san-francisco-5,Marufuku Ramen,https://s3-media4.fl.yelpcdn.com/bphoto/ouK2VmW0SrI70jsJpTxJhw/o.jpg,False,https://www.yelp.com/biz/marufuku-ramen-san-francisco-5?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,4091,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 37.78511637816802, 'longitude': -122.43200834862841}","['pickup', 'delivery']",$$,"{'address1': '1581 Webster St', 'address2': 'Ste 235', 'address3': None, 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1581 Webster St', 'Ste 235', 'San Francisco, CA 94115']}",+14158729786,(415) 872-9786,2720.9187117007004
13,ttarnopezxmp2ROB1N2PaA,nopa-san-francisco,Nopa,https://s3-media4.fl.yelpcdn.com/bphoto/QOc_docjeCrDHlckTaDE2A/o.jpg,False,https://www.yelp.com/biz/nopa-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,5291,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 37.77483, 'longitude': -122.43746}",['delivery'],$$$,"{'address1': '560 Divisadero St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['560 Divisadero St', 'San Francisco, CA 94117']}",+14158648643,(415) 864-8643,1559.1831881623302
14,SGRmnarrNuVEsAjYdEoA0w,el-farolito-san-francisco-2,El Farolito,https://s3-media2.fl.yelpcdn.com/bphoto/2-Kc5B4gJjB5OSkbbFimQw/o.jpg,False,https://www.yelp.com/biz/el-farolito-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,5266,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 37.75265, 'longitude': -122.41812}",['delivery'],$,"{'address1': '2779 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2779 Mission St', 'San Francisco, CA 94110']}",+14158247877,(415) 824-7877,1845.9442151607977
15,gqVl3RprESEqkIPeJH0yOg,zazie-san-francisco,Zazie,https://s3-media2.fl.yelpcdn.com/bphoto/p-wLlWtS6hcPY5vXWkd92Q/o.jpg,False,https://www.yelp.com/biz/zazie-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,4921,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 37.765244, 'longitude': -122.4500965}","['delivery', 'restaurant_reservation']",$$,"{'address1': '941 Cole St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['941 Cole St', 'San Francisco, CA 94117']}",+14155645332,(415) 564-5332,1293.4516066999126
16,-DrR38H1Abk0wCyu9XOLug,sweet-maple-san-francisco,Sweet Maple,https://s3-media2.fl.yelpcdn.com/bphoto/etyS0Af-PS74CTwxly2uoA/o.jpg,False,https://www.yelp.com/biz/sweet-maple-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,4409,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 37.785735681426, 'longitude': -122.43507770852}","['pickup', 'delivery']",$$,"{'address1': '2101 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['2101 Sutter St', 'San Francisco, CA 94115']}",+14156559169,(415) 655-9169,2764.2882648857435
17,8dUaybEPHsZMgr1iKgqgMQ,sotto-mare-san-francisco-4,Sotto Mare,https://s3-media3.fl.yelpcdn.com/bphoto/o3hIcGLMxV_5ynxEjGWGrw/o.jpg,False,https://www.yelp.com/biz/sotto-mare-san-francisco-4?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,4608,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 37.79979, 'longitude': -122.40834}","['pickup', 'delivery']",$$,"{'address1': '552 Green St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['552 Green St', 'San Francisco, CA 94133']}",+14153983181,(415) 398-3181,4970.484877370465
18,1U9_ZNruMLf4EL0pMoxb_w,arsicault-bakery-san-francisco,Arsicault Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/edKSWJOL997YPjZz51-Rpw/o.jpg,False,https://www.yelp.com/biz/arsicault-bakery-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,1887,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 37.783429, 'longitude': -122.459307}",['delivery'],$$,"{'address1': '397 Arguello Blvd', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['397 Arguello Blvd', 'San Francisco, CA 94118']}",+14157509460,(415) 750-9460,3211.384136637487
19,PTFxtXS47ZVRCdZIrEWvGw,golden-boy-pizza-san-francisco,Golden Boy Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/SfosPh2iWkVTMC4LLVIL8g/o.jpg,False,https://www.yelp.com/biz/golden-boy-pizza-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,4044,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 37.7997956, 'longitude': -122.4080729}",['delivery'],$,"{'address1': '542 Green St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['542 Green St', 'San Francisco, CA 94133']}",+14159829738,(415) 982-9738,4992.437696561071
20,mSMZJj2pFvttWLpcDmgrEA,tonys-pizza-napoletana-san-francisco,Tony's Pizza Napoletana,https://s3-media3.fl.yelpcdn.com/bphoto/rrBlePEDLrbD27VVE0Ze2A/o.jpg,False,https://www.yelp.com/biz/tonys-pizza-napoletana-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,6050,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 37.8003315377662, 'longitude': -122.409053979377}",['delivery'],$$,"{'address1': '1570 Stockton St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['1570 Stockton St', 'San Francisco, CA 94133']}",+14158359888,(415) 835-9888,5002.084940639829
21,hqQoVK0vadOX7_4gN1sh3g,saigon-sandwich-san-francisco,Saigon Sandwich,https://s3-media3.fl.yelpcdn.com/bphoto/lE_HHijKAKt08JIeRHVh7w/o.jpg,False,https://www.yelp.com/biz/saigon-sandwich-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,3539,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 37.7831519576568, 'longitude': -122.417318022037}",['delivery'],$,"{'address1': '560 Larkin St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['560 Larkin St', 'San Francisco, CA 94102']}",+14154745698,(415) 474-5698,2991.557987577475
22,n6L5VIGunR51-D55C-eYeQ,foreign-cinema-san-francisco,Foreign Cinema,https://s3-media3.fl.yelpcdn.com/bphoto/cw5y2LSOIE-EVNjKK_d7SQ/o.jpg,False,https://www.yelp.com/biz/foreign-cinema-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,5230,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 37.75637, 'longitude': -122.41925}",['delivery'],$$$,"{'address1': '2534 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2534 Mission St', 'San Francisco, CA 94110']}",+14156487600,(415) 648-7600,1595.992511967024
23,GXu3PD4IPsxIHpo011aydg,bobs-donuts-and-pastry-shop-san-francisco,Bob's Donuts & Pastry Shop,https://s3-media3.fl.yelpcdn.com/bphoto/NbXrMs9bEMJ1biVlLJgzXw/o.jpg,False,https://www.yelp.com/biz/bobs-donuts-and-pastry-shop-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,3476,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'donuts', 'title': 'Donuts'}]",4.5,"{'latitude': 37.791883, 'longitude': -122.4212}","['pickup', 'delivery']",$,"{'address1': '1621 Polk St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1621 Polk St', 'San Francisco, CA 94109']}",+14157763141,(415) 776-3141,3696.6573100706623
24,MvAo0hj9FXOeNL5PwBZ0fQ,mamas-on-washington-square-san-francisco,Mama's On Washington Square,https://s3-media3.fl.yelpcdn.com/bphoto/ZR7nOhvDYma2yy8m0dUjEQ/o.jpg,False,https://www.yelp.com/biz/mamas-on-washington-square-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,4585,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 37.80154764480075, 'longitude': -122.40958283157882}",['pickup'],$$,"{'address1': '1701 Stockton St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['1701 Stockton St', 'San Francisco, CA 94133']}",+14153626421,(415) 362-6421,5099.3383081245065
25,__I9HmtBMV4dDkEgT22V4g,little-star-pizza-divisadero-san-francisco-2,Little Star Pizza - Divisadero ,https://s3-media2.fl.yelpcdn.com/bphoto/pSPNqMtQa4kRjjuJ9z8muw/o.jpg,False,https://www.yelp.com/biz/little-star-pizza-divisadero-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,3020,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 37.77753, 'longitude': -122.43798}",['delivery'],$$,"{'address1': '846 Divisadero St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['846 Divisadero St', 'San Francisco, CA 94117']}",+14154411118,(415) 441-1118,1855.1637883138924
26,m3xdxV8YNH5uh1N01xdnLA,golden-gate-bakery-san-francisco,Golden Gate Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/qVd33dvUDgsLIaqngKeP-w/o.jpg,False,https://www.yelp.com/biz/golden-gate-bakery-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,3422,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 37.79641, 'longitude': -122.40683}",['delivery'],$,"{'address1': '1029 Grant Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['1029 Grant Ave', 'San Francisco, CA 94133']}",+14157812627,(415) 781-2627,4729.348810873803
27,L5vSeC_sa3TUQW_lticqyA,chapeau-san-francisco,Chapeau,https://s3-media4.fl.yelpcdn.com/bphoto/YZlompWLhv188CJmHKxBzQ/o.jpg,False,https://www.yelp.com/biz/chapeau-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,2839,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 37.78327, 'longitude': -122.46066}","['pickup', 'delivery']",$$$,"{'address1': '126 Clement St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['126 Clement St', 'San Francisco, CA 94118']}",+14157509787,(415) 750-9787,3278.53001624654
28,JARsJVKLPgs_yC3cwDnp7g,la-taqueria-san-francisco-2,La Taqueria,https://s3-media1.fl.yelpcdn.com/bphoto/7LqVKYVg2GdEFKI2CFL4cA/o.jpg,False,https://www.yelp.com/biz/la-taqueria-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,4407,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 37.750876871204916, 'longitude': -122.4181822457381}",['delivery'],$$,"{'address1': '2889 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2889 Mission St', 'San Francisco, CA 94110']}",+14152857117,(415) 285-7117,1954.5792257680087
29,PDhfVvcVXgBinZf5I6s1KQ,the-codmother-fish-and-chips-san-francisco-3,The Codmother Fish & Chips,https://s3-media2.fl.yelpcdn.com/bphoto/TSbuKFWa8oJFGcLO1_KSpw/o.jpg,False,https://www.yelp.com/biz/the-codmother-fish-and-chips-san-francisco-3?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wceNtCMGBM6dgMGWxZsXyQ,3224,"[{'alias': 'british', 'title': 'British'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 37.8072702557489, 'longitude': -122.417093771758}","['pickup', 'delivery']",$$,"{'address1': '496 Beach St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['496 Beach St', 'San Francisco, CA 94133']}",+14156069349,(415) 606-9349,5429.459284841022
