,id,url,text,rating,time_created,user,polarity,lemma_text
10,IsKhQT729eijnKnOjNQjpw,https://www.yelp.com/biz/tartine-bakery-san-francisco-3?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=IsKhQT729eijnKnOjNQjpw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,9/27/2022 I went this morning. I told the staff my order. I wanted a chocolate crème pie and a few other items. The lady helping was talking to another...,5,2022-09-27 13:39:04,"{'id': 'bcmtbOEnpGzx584r8TGADg', 'profile_url': 'https://www.yelp.com/user_details?userid=bcmtbOEnpGzx584r8TGADg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/qusBu7SuJ2cat4J1rxPZxw/o.jpg', 'name': 'Ange G.'}",0.04228571428571428,9/27/2022 go morning tell staff order want chocolate crème pie item lady helping talk
11,iG_gEJKBboTnrSqC4jZ4rw,https://www.yelp.com/biz/tartine-bakery-san-francisco-3?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=iG_gEJKBboTnrSqC4jZ4rw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Went to Tartine an SF institution the other day. And got a biiiiig spread of stuff!

Started off w a cute lil cappuccino and look how cute!! This lil guy...",4,2022-10-08 12:56:00,"{'id': 'lkrTQJ1dVTW3xw2l0GwWFw', 'profile_url': 'https://www.yelp.com/user_details?userid=lkrTQJ1dVTW3xw2l0GwWFw', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/j94UbAXegvjDvSBWaiYfAA/o.jpg', 'name': 'Ananya S.'}",0.15660000000000002,"go Tartine SF institution day get biiiiig spread stuff 

 start w cute lil cappuccino look cute lil guy"
12,Kfx-rCAG1JI-0J7bXjkVwA,https://www.yelp.com/biz/mitchells-ice-cream-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=Kfx-rCAG1JI-0J7bXjkVwA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,This is definitely a local's favorite. There's nothing like this place in SF. I suggest the mango ice cream.,5,2022-09-20 16:53:32,"{'id': 'OerJ0tEQkW1JrWQ4AYp0qw', 'profile_url': 'https://www.yelp.com/user_details?userid=OerJ0tEQkW1JrWQ4AYp0qw', 'image_url': None, 'name': 'Donald Q.'}",0.10382499999999999,definitely local favorite like place SF suggest mango ice cream
13,Rivdxv4EYU3R3bOOVJfFKQ,https://www.yelp.com/biz/mitchells-ice-cream-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=Rivdxv4EYU3R3bOOVJfFKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Some of the best ice cream I've ever had. You get a decent amount in one scoop, especially if you get it in a cone. I got the strawberries and cream and it...",5,2022-09-25 07:28:18,"{'id': 'c9hKmbpWLvxo_B4-y7hwaA', 'profile_url': 'https://www.yelp.com/user_details?userid=c9hKmbpWLvxo_B4-y7hwaA', 'image_url': None, 'name': 'Emma G.'}",0.13166666666666668,good ice cream decent scoop especially cone get strawberry cream
14,50sKaq89Y2Sx0MTKrA3Hpg,https://www.yelp.com/biz/mitchells-ice-cream-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=50sKaq89Y2Sx0MTKrA3Hpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Simply the GOAT of ice cream in San Francisco. Consistently fresh, creamy and tastes just like the actual flavor it's supposed to be. 

Waiting in line on a...",5,2022-10-08 15:31:50,"{'id': 'coJ4hCWV36f8XWa60667JQ', 'profile_url': 'https://www.yelp.com/user_details?userid=coJ4hCWV36f8XWa60667JQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/_cYrVuAejk7GA_kDSW8fMw/o.jpg', 'name': 'Mary S.'}",0.09765,"simply GOAT ice cream San Francisco consistently fresh creamy taste like actual flavor suppose 

 wait line"
15,VpDFG4AL6D2GwGlH9nf-rQ,https://www.yelp.com/biz/hog-island-oyster-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=VpDFG4AL6D2GwGlH9nf-rQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Solid restaurant.  The line moves faster than you think so don't get discouraged when you see it.
It's worth it, enough said.",5,2022-09-11 11:14:31,"{'id': 'SlnntuxZV0oVAI95Xtv5aQ', 'profile_url': 'https://www.yelp.com/user_details?userid=SlnntuxZV0oVAI95Xtv5aQ', 'image_url': None, 'name': 'Robert B.'}",0.18627500000000002,"solid restaurant   line move fast think discourage 
 worth say"
16,Tc5WOPgC0F5YEy3cA8hkKg,https://www.yelp.com/biz/hog-island-oyster-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=Tc5WOPgC0F5YEy3cA8hkKg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Started with oyster Bar mix, one of each type of oysters. Does not disappoint, there was slight differences between each oysters. 
Next had the Bagna Cauda....",5,2022-10-09 17:26:59,"{'id': 'GDsdpc4PhGenX46Ie1PKJA', 'profile_url': 'https://www.yelp.com/user_details?userid=GDsdpc4PhGenX46Ie1PKJA', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/NKhr6JnAOmDiIqAa9dFEvA/o.jpg', 'name': 'Amanda U.'}",0.04412857142857143,"start oyster Bar mix type oyster disappoint slight difference oyster 
 Bagna Cauda"
17,qK4ZkQ-sZ1p4KkJG_3d_fg,https://www.yelp.com/biz/hog-island-oyster-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=qK4ZkQ-sZ1p4KkJG_3d_fg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,Late bloomer much?? I've always heard about this place and never came until today.  My first time here so started off with two seasonal cocktails Oyster...,4,2022-10-09 19:02:50,"{'id': 'WQHn7oSzITEe1VBPsmxQLg', 'profile_url': 'https://www.yelp.com/user_details?userid=WQHn7oSzITEe1VBPsmxQLg', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/FhfL40hO6a5hG40eaSnstw/o.jpg', 'name': 'Farrah F.'}",0.0,late bloomer hear place come today   time start seasonal cocktail Oyster
18,x8MEcGFBHrDEIcZ-dyDGdw,https://www.yelp.com/biz/house-of-prime-rib-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=x8MEcGFBHrDEIcZ-dyDGdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,Overall the restaurant need to be booked earlier. Even i get the 1st session also very full,5,2022-08-21 09:33:23,"{'id': 'REt0fR2Je9Ki1-qDD-b8vQ', 'profile_url': 'https://www.yelp.com/user_details?userid=REt0fR2Je9Ki1-qDD-b8vQ', 'image_url': None, 'name': 'Yeny A.'}",0.0,overall restaurant need book early 1st session
19,uujrVmRH8Wq1aLppPruDUw,https://www.yelp.com/biz/house-of-prime-rib-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=uujrVmRH8Wq1aLppPruDUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,Took my parents here about 10 years ago. I had never been either as I lived in NV and they lived in OH. This is one of THE BEST RESTAURANTS IN THE...,5,2022-10-07 20:07:31,"{'id': 'szfXUFtnheh6eA0dJR_G6A', 'profile_url': 'https://www.yelp.com/user_details?userid=szfXUFtnheh6eA0dJR_G6A', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/m-hp2jtPg4CxId6rGVsdUQ/o.jpg', 'name': 'Bongo M.'}",0.11875000000000001,take parent 10 year ago live NV live OH BEST restaurant
20,lY4Q0qWElHw7sCauQtoa5Q,https://www.yelp.com/biz/house-of-prime-rib-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=lY4Q0qWElHw7sCauQtoa5Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"My go-to Prime Rib spot!! Food is great!!! They cut the meat in front of you and prepare the salad in front of you too. Probably my fav salad ever as well,...",5,2022-10-05 16:04:10,"{'id': 'qBiMMisRThWntEHiRW7Bhg', 'profile_url': 'https://www.yelp.com/user_details?userid=qBiMMisRThWntEHiRW7Bhg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/xkWk_tdNSXjXJh0RuVWrlw/o.jpg', 'name': 'Alicia W.'}",0.2516,Prime Rib spot food great cut meat prepare salad probably fav salad
21,i7C2DJCSVx7ETqotpYvINQ,https://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=i7C2DJCSVx7ETqotpYvINQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Drinking at the bar to start the evening was a great idea during happy hour!!  

We the. Gained a table right next to the windows overlooking Alcatraz and...",5,2022-08-25 18:13:09,"{'id': 'Og3m4VmFmy0ScaD49_DaUg', 'profile_url': 'https://www.yelp.com/user_details?userid=Og3m4VmFmy0ScaD49_DaUg', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/DdcjW4hd-EeyuMwsTVL5hw/o.jpg', 'name': 'Nicole D.'}",0.24735999999999997,"drink bar start evening great idea happy hour  

 gain table right window overlook Alcatraz"
22,Sh7qnKYzDxcULyl8LIVC4A,https://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=Sh7qnKYzDxcULyl8LIVC4A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Not bad, but not impressive at the same time.
The service was pretty good, although they were busy.",3,2022-09-08 21:58:50,"{'id': '9P0fQpACclGNq5CIF2L_JA', 'profile_url': 'https://www.yelp.com/user_details?userid=9P0fQpACclGNq5CIF2L_JA', 'image_url': None, 'name': 'Rissa L.'}",0.11313333333333332,"bad impressive time 
 service pretty good busy"
23,We4GfsOpwxJ_x9LTXAo-3A,https://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=We4GfsOpwxJ_x9LTXAo-3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Great food at fair prices with friendly and attentive staff. 
Sit by a window and pray for sun.",5,2022-08-30 11:31:44,"{'id': '86p0fmSaadl_aqQDMJelgg', 'profile_url': 'https://www.yelp.com/user_details?userid=86p0fmSaadl_aqQDMJelgg', 'image_url': None, 'name': 'Ralph P.'}",0.3935666666666667,"great food fair price friendly attentive staff 
 sit window pray sun"
24,OaISwlqNbNZqbQJYsOm0wQ,https://www.yelp.com/biz/burma-superstar-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=OaISwlqNbNZqbQJYsOm0wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Burma Superstar was a surprise hit for me and my party of 7! The atmosphere was upbeat, casual, and was an amazing spot for some hangout time with friends....",5,2022-10-09 15:02:13,"{'id': 'DZAUWB_0r4A4myK5XMJ_lA', 'profile_url': 'https://www.yelp.com/user_details?userid=DZAUWB_0r4A4myK5XMJ_lA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/u2OKI1R6euNJUzMv50DmDg/o.jpg', 'name': 'Justin C.'}",0.18302000000000002,Burma Superstar surprise hit party 7 atmosphere upbeat casual amazing spot hangout time friend
25,JbGzW6c90SLLdaEILnOR8Q,https://www.yelp.com/biz/burma-superstar-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=JbGzW6c90SLLdaEILnOR8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"This is my second time coming here and it was just as good as the first. We ordered the tea leaf salad, sticky fingers, burmese fried rice, coconut rice,...",5,2022-10-07 15:55:14,"{'id': 'hny1IZWSxKOe-Oc-Rjs43A', 'profile_url': 'https://www.yelp.com/user_details?userid=hny1IZWSxKOe-Oc-Rjs43A', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/zZ1v4vjKH3l1fRDAgXO_Eg/o.jpg', 'name': 'Anna Q.'}",0.08808,second time come good order tea leaf salad sticky finger burmese fried rice coconut rice
26,wB0ZO1CMDC715aoie5zsSQ,https://www.yelp.com/biz/burma-superstar-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=wB0ZO1CMDC715aoie5zsSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"We came here with my beloved niece, a proud San Franciscan who regards this as one of her faves. I understand why.

Absolutely everything we had was *****....",5,2022-10-02 15:55:34,"{'id': 'WkE_Dukxwo8JZX2sXU4pUA', 'profile_url': 'https://www.yelp.com/user_details?userid=WkE_Dukxwo8JZX2sXU4pUA', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/bd9OSjKSE_pL3D14RYYfFA/o.jpg', 'name': 'John Y.'}",0.10722857142857144,"come beloved niece proud San Franciscan regard fave understand 

 absolutely"
27,2QqYPKYWQcpmGa2lFxnmLw,https://www.yelp.com/biz/b-patisserie-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=2QqYPKYWQcpmGa2lFxnmLw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"First off pastries were FANTASTIC. Coffee was good (I got a macchiato and it was a littler smaller than I thought but was great) and the vibe was fun,...",5,2022-08-28 19:34:47,"{'id': 'sZBb33EABspXTHfJRyZxaQ', 'profile_url': 'https://www.yelp.com/user_details?userid=sZBb33EABspXTHfJRyZxaQ', 'image_url': None, 'name': 'Joseph A.'}",0.31433999999999995,pastry FANTASTIC Coffee good get macchiato littler small think great vibe fun
28,bDcxmP5ci_8MzDfXbdJ49g,https://www.yelp.com/biz/b-patisserie-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=bDcxmP5ci_8MzDfXbdJ49g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Born and raised in the Bay, occasionally I surprise myself with well-known San Francisco establishments that I've never visited before--B Patisserie being...",5,2022-10-06 18:10:09,"{'id': 'h1jUpgo6nvNDQ1M7IzYi-Q', 'profile_url': 'https://www.yelp.com/user_details?userid=h1jUpgo6nvNDQ1M7IzYi-Q', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/vLm1xc0ZZIxNqOMdHYFUOw/o.jpg', 'name': 'Kyra K.'}",0.051875,bear raise Bay occasionally surprise know San Francisco establishment visit b patisserie
29,zWQi4L2I68WODr-uVVQQNg,https://www.yelp.com/biz/b-patisserie-san-francisco-2?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=zWQi4L2I68WODr-uVVQQNg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Looove this place! I thought the pastries were so fresh and so delicious, we only had to stand in line for about 15 minutes. They weren't warm, but I'm sure...",5,2022-10-02 17:59:19,"{'id': 'Eqj9WvR-HxI4uWYMfd0X4w', 'profile_url': 'https://www.yelp.com/user_details?userid=Eqj9WvR-HxI4uWYMfd0X4w', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/rxos-GnC9sXPg7Zgq63dFA/o.jpg', 'name': 'Moukthika O.'}",0.23828,looove place think pastry fresh delicious stand line 15 minute warm sure
30,2UJGvV9B8BUhA54ndIc9XQ,https://www.yelp.com/biz/kokkari-estiatorio-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=2UJGvV9B8BUhA54ndIc9XQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"My wife chose Kokkari as the surprise destination for my birthday dinner. 

Plan ahead for reservations because this restaurant is popular and rightfully...",5,2022-10-08 19:18:18,"{'id': 'ib9ML_tK2KxWz1hK_RHGdQ', 'profile_url': 'https://www.yelp.com/user_details?userid=ib9ML_tK2KxWz1hK_RHGdQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/Qk5uvgk_tdLcWGAK84HxEQ/o.jpg', 'name': 'Adrian L.'}",0.13894,"wife choose Kokkari surprise destination birthday dinner 

 plan ahead reservation restaurant popular rightfully"
31,yqsiuRs7MKcUXLf1GiS8Mw,https://www.yelp.com/biz/kokkari-estiatorio-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=yqsiuRs7MKcUXLf1GiS8Mw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"Locally known as an amazing restaurant. Finally got to try for my birthday! 

Reservation of 2 at 530pm. Waiter was very friendly, knowledgeable and...",5,2022-09-29 18:01:46,"{'id': 'tYa6U8W3MlL8JHQ4yzGfqA', 'profile_url': 'https://www.yelp.com/user_details?userid=tYa6U8W3MlL8JHQ4yzGfqA', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/4D87Di5RV4OmWm1kydxzog/o.jpg', 'name': 'Jenny S.'}",0.18786666666666665,"locally know amazing restaurant finally get try birthday 

 reservation 2 530pm waiter friendly knowledgeable"
32,C9ETi0eF1RW2WdYsljFFvA,https://www.yelp.com/biz/kokkari-estiatorio-san-francisco?adjust_creative=wceNtCMGBM6dgMGWxZsXyQ&hrid=C9ETi0eF1RW2WdYsljFFvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=wceNtCMGBM6dgMGWxZsXyQ,"I've eaten at many upscale and Michelin star restaurants but there are only few that were truly memorable for me.

Kokkari is one of them. Calm, cozy place...",5,2022-09-29 14:06:51,"{'id': 'WCWQoSrv1773VO7S5CYFNQ', 'profile_url': 'https://www.yelp.com/user_details?userid=WCWQoSrv1773VO7S5CYFNQ', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/iAunl14rhmr2GGlZC6ETmQ/o.jpg', 'name': 'Sean K.'}",0.15181666666666668,"eat upscale Michelin star restaurant truly memorable 

 Kokkari Calm cozy place"
